source_id;urn_cts;is_primary_text;has_pdf;anchor_external;pdf_path;digital_source;author;language;has_translation;pages;title;publisher;publication_place;source_book;notes;source_type;year;doi;discipline;txt_path
Vanstiphout1979_HowDidThey;;No;True;;;;Vanstiphout H.;;No;pp. 118-126;How Did They Learn Sumerian?;The University of Chicago Press on behalf of The American Schools of Oriental Research;;Journal of Cuneiform Studies, Apr., 1979, Vol. 31, No. 2;;Article in Book;1979;;;
Veldhuis1996_TheCuneifo;;No;True;;;;Veldhuis N.;;No;11-26 VOL. 2;The Cuneiform Tablet As An Educational Tool!;;;;;Article in Book;1996;;;
Veldhuis1996_TheUgaritL;;No;True;;;;Veldhuis N.;;No;pp. 25-29;The Ugarit Lexical Text Rs 13.53;Vandenhoeck & Ruprecht (GmbH & Co. KG);;Source: Die Welt des Orients, 1996, Bd. 27 (1996);;Article in Book;1996;;;
Veldhuis1997_UrukAltbab;;No;True;;;;Veldhuis N.;;No;pp. 360-363;Uruk. Altbabylonische Texte Aus Dem Planquadrat Pe Xvi 4/5 By Antoine Cavigneaux, Adam Falkenstein And Rainer Michael Boehmer;Archiv für Orientforschung (AfO)/Institut für Orientalistik;;Archiv für Orientforschung, 1997/1998, Bd. 44/45;;Article in Book;1997;;;
Veldhuis1999_ReadingThe;;No;True;;;;Veldhuis N.;;No;161-174;Reading The Signs;;;;;Article in Book;1999;;;
Veldhuis2000_KassiteExe;;No;True;;;;Veldhuis N.;;No;pp. 67-94;Kassite Exercises: Literary And Lexical Extracts;The American Schools of Oriental Research;;Journal of Cuneiform Studies, Vol. 52, (2000);;Article in Book;2000;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2000_KassiteExe.txt
Veldhuis2000_ReviewSume;;No;True;;;;Veldhuis N.;;No;pp. 383-399;Review: Sumerian Proverbs In Their Curricular Context;American Oriental Society;;Journal of the American Oriental Society;;Article in Book;2000;;;
Veldhuis2002_StudiesInS;;No;True;;;;Veldhuis N.;;No;pp. 67-77;"Studies In Sumerian Vocabulary: Dnin Ka6; Immal/šilam; And Še21.d";The American Schools of Oriental Research;;Journal of Cuneiform Studies, Vol. 54,;;Article in Book;2002;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2002_StudiesInS.txt
Veldhuis2003_OnTheCurri;;No;True;;;;Veldhuis N.;;No;627-633;On The Curriculum Of The Neo Babylonian School;American Oriental Society;;Journal of the American Oriental Society;;Article in Book;2003;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2003_OnTheCurri.txt
Veldhuis2006_HowDidThey;;No;True;;;;Veldhuis N.;;No;181-200;How Did They Learn Cuneiform? Tribute/word List C As An Elementary Exercise;BRILL LEIDEN•BOSTON;;Approaches to Sumerian Literature (H. L. J. Vanstiphout);;Article in Book;2006;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2006_HowDidThey.txt
Veldhuis2012_PrestigeDi;;No;True;;;;Veldhuis N.;;No;83-103;Prestige: Divergent Receptions Of Babylonian Scholarship: Cuneiform Lexical Texts In The Lare Bronze Age;;;Birgit Christiansen, Ulrich Thaler (Hrsg.) Ansehenssache Formen von Prestige in Kulturen des Alterrums;;Article in Book;2012;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2012_PrestigeDi.txt
Veldhuis2013_PurityAndA;;No;True;;;;Veldhuis N.;;No;169-180;Purity And Access: A Catalog Of Lexical Texts Dedicated To Nabû;;;Journal of Cuneiform Studies, Vol. 65;;Article in Book;2013;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Veldhuis2013_PurityAndA.txt
Verderame0000_RassamsAct;;No;True;;;;Verderame L.;;No;;Rassam’s Activities At Tello (1879) And The Earliest Acquisition Of Neo Sumerian Tablets In The British Museu;;;;;Article;Unknown;;;
Volk2000_EdubbaaUnd;;No;True;;;;Volk K.;;No;1-30;Edubba>a Und Edubba>a Literatur: Ratsel Und Losungen;;;Original veroffentlichung in: Zeitschrift fur Assyriologie und vorderasiatische Archaologie 90;;Article in Book;2000;;;
Woolley1930_Excavation;;No;True;;;;"Woolley C.L.; Littd";;No;81-105;Excavations At Ur, 1929 30;;;;;Archaeological Report;1930;;;
Yushu2010_TheSumeria;;No;True;;;www.sciencedirect.com;Yushu G.;;No;7446 -7453;The Sumerian Account Of The Invention Of Writing —a New Interpretation;;;Procedia Social and Behavioral Sciences 2;;Article in Book;2010;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Yushu2010_TheSumeria.txt
Charpin2010_ReadingAnd;;No;TRUE;;;;Charpin D.;;No;"1-16; 271-304;";Reading and Writing in Babylon;;;;Added automatically from TXT + METADATA;chapter in book;2010;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Charpin2010_ReadingAnd.txt
Michalowski2021_TheyWroteo;;No;TRUE;;;https://doi.org/10.1515/9783110753301-005;Michalowski P.;;No;67-89;They Wrote on Clay, Wax, and Stone: Some Thoughts on Early Mesopotamian Writing;De Gruyter;;;Added automatically from TXT + METADATA;Article in Journal:;2021;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Michalowski2021_TheyWroteo.txt
Taylor2015_ASystemati;;No;TRUE;;;DOI:10.1371/journal.pntd.0003866;Taylor A.J.;;No;1-19;A Systematic Review of the Mortality from Untreated Leptospirosis;;;;Added automatically from TXT + METADATA;Article in Jornal:;2015;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Taylor2015_ASystemati.txt
Janssen2018_AddressBeh;;No;TRUE;;;https://doi.org/10.1515/za-2018-0011;Janssen C.;;No;332 -348;Address Behaviour in Eight Unpublished ana bēlīja Letters from the Late Old Babylonian Ur-Utu Archive: Close Relatives Through a Distant Mirror?;;;;Added automatically from TXT + METADATA;"Article, Article in Journal: Zeitschrift für Assyriologie 2018; 108(2)";2018;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Janssen2018_AddressBeh.txt
Sovegjarto2023_Archaeolo;;No;TRUE;;;https://doi.org/10.1515/9783111037196-014;Sovegjarto S.;;No;447 - 477;A Collector’s Edition of the Past: Personal Collections of Mesopotamian Royal Inscriptions from the Old Babylonian Period;;;;Added automatically from TXT + METADATA;Article in Journal:;2023;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Sovegjarto2023_ACollector.txt
Schneider2022_NippurCit;;No;TRUE;;;https://doi.org/10.1515/9783110798432-039;Schneider B.;;No;745 -763;Nippur: City of Enlil and Ninurta Introduction: Location as Advantage;De Gruyter;;;Added automatically from TXT + METADATA;Article in JOurnal:;2022;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Schneider2022_NippurCity.txt
Tanret2011_LearnedRic;;No;TRUE;;;;Tanret M.;;No;Chapter 13 pp.270-279;Learned, Rich, Famous, And Unhappy: Ur Utu Of Sippar;;;;Added automatically from TXT + METADATA;Article in Book;2011;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Tanret2011_LearnedRic.txt
Michel0000_CentralAna;;No;TRUE;;;;Michel C.;;No;111-136;Central Anatolia in the Nineteenth and Eighteenth Centuries BC;;;;Added automatically from TXT + METADATA;Article in Book;;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Michel0000_CentralAna.txt
Nan2024_TheRoleand;;No;TRUE;;;https://doi.org/10.2991/978-2-38476-297-2_124;Nan X.;;No;1029-1038;The Role and Limitations of the United Nations in Middle East Security. A Case Study of United Nations Truce Supervision Organization;;;;Added automatically from TXT + METADATA;Article in Book;2024;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Nan2024_TheRoleand.txt
Roger2016_GlobalCorr;;No;TRUE;;;DOI 10.1515/demo-2016-0009;Roger M.;;No;184-190;Global correlation and uncertainty accounting;;;;Added automatically from TXT + METADATA;Article in Journal:;2016;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Roger2016_Globalcorr.txt
Steele2004_TheCultsof;;No;TRUE;;;;Steele M.J.;;No;Pp.xv+343.;TheCultsofUrukandBabylon:TheTempleRitualTextsasEvidence for Hellenistic Cult Practice by Marc J.H.Linssen;;;;Added automatically from TXT + METADATA;Monographs: Cuneiform Monographs 25. Leiden:Brill--Styx, 2004.  ISBN 90--04--12402--0.Cloth ¤106.00;2004;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Steele2004_TheCultsof.txt
Reade2016_TheManufac;;No;TRUE;;;https://doi.org/10.1017/irq.2016.10;Reade J.;;No;163 -202;The Manufacture, Evaluation and Conservation of Clay Tablets Inscribed in Cuneiform: Traditional Problems and Solutions;Cambridge University Press;;;Added automatically from TXT + METADATA;Article in Book;2016;;;/Users/aima/Desktop/Practice/projectEdubba/edubbaData/edubba3_DataSourceFile/outputAnystyle/txtForAnystyle2/Reade2016_TheManufac.txt
Civil1980_Leslimites;;No;FALSE;external;;;Civil;;No;;Les limites de l’information textuelle’;;;;auto-extracted from references;;1980;;;
Civil1985_Surleslivr;;No;FALSE;external;;;Civil;;No;;Sur les “livres d’écolier” à l’époque paléo-babylonienne’;;;;auto-extracted from references;;1985;;;
Cohen2011_TeacherStu;;No;FALSE;external;;;Cohen;;No;;Teacher-Student Relationships: Two Case Studies’;;;;auto-extracted from references;;2011;;;
Davis2007_ThePractic;;No;FALSE;external;;;Davis;;No;;The Practice of Handwriting Identification’;;;;auto-extracted from references;;2007;;;
Donbaz1985_MoreOldAss;;No;FALSE;external;;;Donbaz;;No;;More Old Assyrian Tablets from Assur’;;;;auto-extracted from references;;1985;;;
Hecker1993_Schultexte;;No;FALSE;external;;;Hecker;;No;;Schultexte vom Kültepe’;;;;auto-extracted from references;;1993;;;
Huber1999_Handwritin;;No;FALSE;external;;;Huber;;No;;Handwriting Identification: Facts and Fundamentals;;;;auto-extracted from references;;1999;;;
Koppenhaver2007_ForensicDo;;No;FALSE;external;;;Koppenhaver;;No;;Forensic Document Examination;;;;auto-extracted from references;;2007;;;
Larsen1976_TheOldAssy;;No;FALSE;external;;;Larsen;;No;;The Old Assyrian City-State and Its Colonies;;;;auto-extracted from references;;1976;;;
Michel1998_Lesmarchan;;No;FALSE;external;;;Michel;;No;;Les marchands et les nombres: l’exemple des Assyriens à Kaniš’;;;;auto-extracted from references;;1998;;;
Michel2008_Ecrireetco;;No;FALSE;external;;;Michel;;No;;Écrire et compter chez les marchands assyriens du début du IIe millénaire av. J.-C.’;;;;auto-extracted from references;;2008;;;
Michel2020_Makingclay;;No;FALSE;external;;;Michel;;No;;Making clay envelopes in the Old Assyrian period’;;;;auto-extracted from references;;2020;;;
Michel0_WeighingUn;;No;FALSE;external;;;Michel;;No;;Weighing Units and Weights in the Context of Trade from Upper Mesopotamia to Anatolia (Nineteenth and Eighteenth Centuries BCE)’;;;;auto-extracted from references;;0000;;;
Proust2007_Tablettesm;;No;FALSE;external;;;Proust;;No;;Tablettes mathématiques de Nippur;;;;auto-extracted from references;;2007;;;
Sjoberg1976_TheOldBaby;;No;FALSE;external;;;Sjöberg;;No;;The Old Babylonian Eduba’;;;;auto-extracted from references;;1976;;;
Stone1987_NippurNeig;;No;FALSE;external;;;Stone;;No;;Nippur Neighborhoods (Studies in Ancient Oriental Civilization, 44;;;;auto-extracted from references;;1987;;;
Tinney1998_TextsTable;;No;FALSE;external;;;Tinney;;No;;Texts, Tablets, and Teaching;;;;auto-extracted from references;;1998;;;
Tinney1999_OntheCurri;;No;FALSE;external;;;Tinney;;No;;On the Curricular Settings of Sumerian Literature’;;;;auto-extracted from references;;1999;;;
Vanstiphout1997_SumerianCa;;No;FALSE;external;;;Vanstiphout;;No;;Sumerian Canonical Compositions. C. Individual Focus. 6. School Dialogues’;;;;auto-extracted from references;;1997;;;
Veenhof2017_KultepeTab;;No;FALSE;external;;;Veenhof;;No;;Kültepe Tabletleri VIII. The Archive of Elamma, son of Iddin-Suen, and his Family (Kt;;;;auto-extracted from references;;2017;;;
Veldhuis1997_Elementary;;No;FALSE;external;;;Veldhuis;;No;;Elementary Education at Nippur;;;;auto-extracted from references;;1997;;;
Veldhuis2004_ReligionLi;;No;FALSE;external;;;Veldhuis;;No;;Religion, Literature, and Scholarship: The Sumerian Composition “Nanše and the Birds”;;;;auto-extracted from references;;2004;;;
Volk2000_Edubbaaund;;No;FALSE;external;;;Volk;;No;;Edubba’a und Edubba’a-Literatur: Rätsel und Lösungen’;;;;auto-extracted from references;;2000;;;
Waetzold2009_Schule;;No;FALSE;external;;;Waetzold;;No;;Schule’;;;;auto-extracted from references;;2009;;;
Albenda1986_ThePalaceo;;No;FALSE;external;;;Albenda;;No;;The Palace of Sargon, King of Assyria: Monumental Wall Reliefs at Dur-Sharrukin;;;;auto-extracted from references;;1986;;;
Alster1997_Proverbsof;;No;FALSE;external;;;Alster;;No;;Proverbs of Ancient Sumer: The World’s Earliest Proverb Collections;;;;auto-extracted from references;;1997;;;
Barnett1939_ACylinderS;;No;FALSE;external;;;Barnett;;No;;A Cylinder Seal from Syria;;;;auto-extracted from references;;1939;;;
Barnett1998_Sculptures;;No;FALSE;external;;;Barnett;;No;;Sculptures from the Southwest Palace of Sennacherib at Nineveh;;;;auto-extracted from references;;1998;;;
Bittel1973_Anatolica;;No;FALSE;external;;;Bittel;;No;;Anatolica;;;;auto-extracted from references;;1973;;;
Bleibtreu1980_DieFlorade;;No;FALSE;external;;;Bleibtreu;;No;;Die Flora der neuassyrischen Reliefs;;;;auto-extracted from references;;1980;;;
Boehmer1972_DieKleinfu;;No;FALSE;external;;;Boehmer;;No;;Die Kleinfunde von Boğazköy aus den Grabungskampagnen 1931–1939 und 1952–1969;;;;auto-extracted from references;;1972;;;
Boehmer1979_DieKleinfu;;No;FALSE;external;;;Boehmer;;No;;Die Kleinfunde aus der Unterstadt von Boğazköy: Grabungskampagnen 1970–1978;;;;auto-extracted from references;;1979;;;
Borker-Klahn1982_Altvordera;;No;FALSE;external;;;Börker-Klähn;;No;;Altvorderasiatische Bildstelen und vergleichbare Felsreliefs;;;;auto-extracted from references;;1982;;;
Buchanan1966_Catalogueo;;No;FALSE;external;;;Buchanan;;No;;Catalogue of Ancient Near Eastern Seals in the Ashmolean Museum I: Cylinder Seals;;;;auto-extracted from references;;1966;;;
Buccellati2000_TheRoyalPa;;No;FALSE;external;;;Buccellati;;No;;The Royal Palace of Urkesh. Report on the 12th Season at Tell Mozan / Urkesh: Excavation in Area AA, June–October 1999;;;;auto-extracted from references;;2000;;;
Cammarosano2013_HittiteCul;;No;FALSE;external;;;Cammarosano;;No;;Hittite Cult Inventories – Part One: The Hittite Cult Inventories as Textual Genre;;;;auto-extracted from references;;2013;;;
Clay1906_Documentsf;;No;FALSE;external;;;Clay;;No;;Documents from the Temple Archives of Nippur Dated in the Reigns of Cassite Rulers;;;;auto-extracted from references;;1906;;;
Clevering1999_TaxonomyCh;;No;FALSE;external;;;Clevering;;No;;Taxonomy, Chromosome Numbers, Clonal Diversity and Population Dynamics of Phragmites australis;;;;auto-extracted from references;;1999;;;
Collon2001_Catalogueo;;No;FALSE;external;;;Collon;;No;;Catalogue of the Western Asiatic Seals in the British Museum;;;;auto-extracted from references;;2001;;;
Deimel1922_DieBedeutu;;No;FALSE;external;;;Deimel;;No;;Die Bedeutung der Keilschrift-Paläographie für die Chronologie der ältesten babylonischen Geschichte;;;;auto-extracted from references;;1922;;;
Delaporte1909_Lescylindr;;No;FALSE;external;;;Delaporte;;No;;Les cylindres orientaux du musée historique de l’Orléanais;;;;auto-extracted from references;;1909;;;
Dogan2010_TheKirsehi;;No;FALSE;external;;;Doğan;;No;;The Kırşehir Letter: A New Hieroglyphic Luwian Text on a Lead Strip;;;;auto-extracted from references;;2010;;;
Unknown2013_HititlerBi;;No;FALSE;external;;;Unknown;;No;;Hititler: Bir Anadolu İmparatorluğu / Hittites: An Anatolian Empire;;;;auto-extracted from references;;2013;;;
Driver1976_SemiticWri;;No;FALSE;external;;;Driver;;No;;Semitic Writing from Pictograph to Alphabet;;;;auto-extracted from references;;1976;;;
Ellison2002_APaleograp;;No;FALSE;external;;;Ellison;;No;;A Paleographic Study of the Alphabetic Cuneiform Texts from Ras Shamra/Ugarit;;;;auto-extracted from references;;2002;;;
Falkenstein1936_Archaische;;No;FALSE;external;;;Falkenstein;;No;;Archaische Texte aus Uruk;;;;auto-extracted from references;;1936;;;
Farber-Flugge1973_DerMythosI;;No;FALSE;external;;;Farber-Flügge;;No;;Der Mythos “Inanna und Enki” unter besonderer Berücksichtigung der Liste der me;;;;auto-extracted from references;;1973;;;
Fisseler2014_TowardsanI;;No;FALSE;external;;;Fisseler;;No;;Towards an Interactive and Automated Script Feature Analysis of 3D Scanned Cuneiform Tablets;;;;auto-extracted from references;;2014;;;
Franke2011_Personlich;;No;FALSE;external;;;Franke;;No;;Persönliche Frömmigkeit im Alten Orient am Beispiel des Kultsockels des Tukulti-Ninurta von Assyrien;;;;auto-extracted from references;;2011;;;
Gasche1989_LaBabyloni;;No;FALSE;external;;;Gasche;;No;;La Babylonie au 17e siècle avant notre ère;;;;auto-extracted from references;;1989;;;
George2006_Babylonian;;No;FALSE;external;;;George;;No;;Babylonian Texts from the Folios of Sidney B. Smith, Part Three;;;;auto-extracted from references;;2006;;;
Gumbert2002_ThePenandI;;No;FALSE;external;;;Gumbert;;No;;The Pen and Its Movement;;;;auto-extracted from references;;2002;;;
Hardion2012_RevisedSys;;No;FALSE;external;;;Hardion;;No;;Revised Systematics of Mediterranean Arundo (Poaceae;;;;auto-extracted from references;;2012;;;
Hepper1992_Notesonthe;;No;FALSE;external;;;Hepper;;No;;Notes on the Reeds of Mesopotamia;;;;auto-extracted from references;;1992;;;
Herles2006_ZurDarstel;;No;FALSE;external;;;Herles;;No;;Zur Darstellung auf dem Symbolsockel Tukulti-Ninurtas I: Griffel oder Zepter?;;;;auto-extracted from references;;2006;;;
Hoffner2009_Lettersfro;;No;FALSE;external;;;Hoffner;;No;;Letters from the Hittite Kingdom;;;;auto-extracted from references;;2009;;;
Howard1955_TechnicalD;;No;FALSE;external;;;Howard;;No;;Technical Description of the Ivory Writing-Boards from Nimrud;;;;auto-extracted from references;;1955;;;
Unknown1991_DeralteOri;;No;FALSE;external;;;Unknown;;No;;Der alte Orient;;;;auto-extracted from references;;1991;;;
Jendritzki1997_ZurRestaur;;No;FALSE;external;;;Jendritzki;;No;;Zur Restaurierung und Technologie des Bronzekreuzes VA 5379;;;;auto-extracted from references;;1997;;;
Jendritzki2003_FurForschu;;No;FALSE;external;;;Jendritzki;;No;;Für Forschung und Besucher gerettet;;;;auto-extracted from references;;2003;;;
Keel1990_Laglyptiqu;;No;FALSE;external;;;Keel;;No;;La glyptique de Tell Keisan;;;;auto-extracted from references;;1990;;;
Klengel-Brandt1975_EineSchrei;;No;FALSE;external;;;Klengel-Brandt;;No;;Eine Schreibtafel aus Assur;;;;auto-extracted from references;;1975;;;
Kosay1966_AlacaHoyuk;;No;FALSE;external;;;Koşay;;No;;Alaca Höyük Kazısı 1940–1948: İlk Rapor;;;;auto-extracted from references;;1966;;;
Langdon1924_Excavation;;No;FALSE;external;;;Langdon;;No;;Excavations at Kish I;;;;auto-extracted from references;;1924;;;
Landsberger1967_TheDatePal;;No;FALSE;external;;;Landsberger;;No;;The Date Palm and Its By-products According to the Cuneiform Sources;;;;auto-extracted from references;;1967;;;
Levine1973_TwoNeoAssy;;No;FALSE;external;;;Levine;;No;;Two Neo-Assyrian Stelae from Iran;;;;auto-extracted from references;;1973;;;
Livingstone2007_Ashurbanip;;No;FALSE;external;;;Livingstone;;No;;Ashurbanipal: Literate or Not?;;;;auto-extracted from references;;2007;;;
Loud1938_KhorsabadP;;No;FALSE;external;;;Loud;;No;;Khorsabad, Part 2;;;;auto-extracted from references;;1938;;;
Madhloom1970_TheChronol;;No;FALSE;external;;;Madhloom;;No;;The Chronology of Neo-Assyrian Art;;;;auto-extracted from references;;1970;;;
Mallowan1954_TheExcavat;;No;FALSE;external;;;Mallowan;;No;;The Excavations at Nimrud (Kalḫu;;;;auto-extracted from references;;1954;;;
Marazzi1994_Maglihitti;;No;FALSE;external;;;Marazzi;;No;;Ma gli hittiti scrivevano veramente su legno?;;;;auto-extracted from references;;1994;;;
Marzahn2003_DieKeilsch;;No;FALSE;external;;;Marzahn;;No;;Die Keilschrift;;;;auto-extracted from references;;2003;;;
Meier1939_Einakkadis;;No;FALSE;external;;;Meier;;No;;Ein akkadisches Heilungsritual aus Boğazköy;;;;auto-extracted from references;;1939;;;
Meijer2004_AScribalQu;;No;FALSE;external;;;Meijer;;No;;A Scribal Quarter?;;;;auto-extracted from references;;2004;;;
Messerschmidt1906_ZurTechnik;;No;FALSE;external;;;Messerschmidt;;No;;Zur Technik des Tontafelschreibens;;;;auto-extracted from references;;1906;;;
